#,NUMERO,STATUS,ED,DESCRICAO,,,SETOR DO RESPONSÁVEL,CAMPUS DA CARGA,VALOR AQUISIÇÃO,VALOR DEPRECIADO,NUMERO NOTA FISCAL,NÚMERO DE SÉRIE,DATA DA ENTRADA,DATA DA CARGA,FORNECEDOR,SALA,ESTADO DE CONSERVAÇÃO
16524,43387,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16525,43388,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
16526,43389,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,DAES,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,ASSISTÊNCIA AO ESTUDANTE (MCP - CAMPUS MACAPÁ - BLOCO C),Bom
16527,43390,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,DAES,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,ASSISTÊNCIA AO ESTUDANTE (MCP - CAMPUS MACAPÁ - BLOCO C),Bom
16528,43391,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SEGEM,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 31 - SEGEM - SEÇÃO DE GERENCIAMENTO DO ENSINO MEDIO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
16529,43392,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELAB,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 86 - SALA DOS TÉCNICOS EM EDIFICAÇÕES (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
16530,43393,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SEGAE,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 104 -  SEGAE - SEÇÃO DE GERENCIAMENTO ASSISTÊNCIA AO ESTUDANTE (MCP - CAMPUS MACAPÁ - BLOCO C),Bom
16531,43394,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SEGEBI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
16532,43395,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16533,43396,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16534,43397,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,NAPNE,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 01 - NAPNE (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
16535,43398,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16536,43399,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,NAPNE,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 01 - NAPNE (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
16537,43400,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SEGEM,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 31 - SEGEM - SEÇÃO DE GERENCIAMENTO DO ENSINO MEDIO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
16538,43401,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16539,43402,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELAB,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 25 - LABORATÓRIO DE FÍSICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
16540,43403,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16541,43404,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,DIGERAL,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 04 - DIGERAL - DIREÇÃO GERAL (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
16542,43405,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16543,43406,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELAB,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 25 - LABORATÓRIO DE FÍSICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
16544,43407,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,DAES,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,ASSISTÊNCIA AO ESTUDANTE (MCP - CAMPUS MACAPÁ - BLOCO C),Bom
16545,43408,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16546,43409,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16547,43410,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELAB,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 25 - LABORATÓRIO DE FÍSICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
16548,43411,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,MCP,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 13 - DIREN - DIREÇÃO DE ENSINO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
16549,43412,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,MCP,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 13 - DIREN - DIREÇÃO DE ENSINO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
16550,43413,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELABI,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 70 -  LABORATÓRIO DE INFORMÁTICA 06 (MCP - CAMPUS MACAPÁ - GINÁSIO),Bom
16551,43414,Ativo,35,"MICROCOMPUTADOR DELL OPTIPLEX 3070 (CORE i7-9700, RAM 16GB, HDD 1TB, DVD+-RW, CARBON BLACK CLOUD NGAV + EDR 5A, DELL CLIENT SYSTEM UPDATE, ENCRYPTION ENTPSE NGAV BUNDLE, OFFICE H&B 2019 CON, WIN 10 PRO) – MOUSE (INDICADOR) OPTICO DELL MS116, CONEXAO USB, PRETO, COM FIO, EAN CODE 7899864908842 – CONJUNTO PARA SEGURANÇA – CADEADO – TECLADO ALFANUMERICO DE 107 TECLAS, PADRAO PTBR, APLICACAO EM MAQUINA DE PROCESSAMENTO DE DADOS, KB216, EAN CODE 789986 – MONITOR DELL DE 23” P2319HEAN CODE 5397184200445.",,,SELAB,MCP,6360.00,6360.00,2131101,,11/12/2020,21/04/2021,DELL COMPUTADORES DO BRASIL LTDA,SALA 25 - LABORATÓRIO DE FÍSICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
