#,NUMERO,STATUS,ED,DESCRICAO,,,SETOR DO RESPONSÁVEL,CAMPUS DA CARGA,VALOR AQUISIÇÃO,VALOR DEPRECIADO,NUMERO NOTA FISCAL,NÚMERO DE SÉRIE,DATA DA ENTRADA,DATA DA CARGA,FORNECEDOR,SALA,ESTADO DE CONSERVAÇÃO
23,156,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEBEM,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
24,159,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,DAES,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,ASSISTÊNCIA AO ESTUDANTE (MCP - CAMPUS MACAPÁ - BLOCO C),Bom
25,160,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEBEM,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
26,162,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,NAPNE,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 01 - NAPNE (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
27,167,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
28,168,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,COTI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 05 - COTI - COORDENAÇÃO DA TECNOLOGIA DA INFORMAÇÃO (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
29,169,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEBEM,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Recuperável
30,171,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,COTECED,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 10 - DEPEX - DEPARTAMENTO DE PESQUISA E EXTENSÃO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
31,174,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
32,178,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
33,179,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
34,181,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEBEM,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
35,182,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEGIP,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 05 - COTI - COORDENAÇÃO DA TECNOLOGIA DA INFORMAÇÃO (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
36,183,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
37,187,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELAB,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 77 - LABORATÓRIO DE QUÍMICA ORGÂNICA/BIOQUÍMICA/MICROBIOLOGIA (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
38,190,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
39,196,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,COTECED,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 10 - DEPEX - DEPARTAMENTO DE PESQUISA E EXTENSÃO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
40,201,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
41,202,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Recuperável
88,339,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Recuperável
89,342,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
90,347,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SELABI,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Recuperável
91,349,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEBEM,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
92,350,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEBEM,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
93,356,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEBEM,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Recuperável
94,357,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEBEM,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Recuperável
95,358,Ativo,35,"MICROCOMPUTADOR  OPTIPLEX 980 DT, PROC. CORE I3 DUAL CORE (3.20 GHZ, HT, 4M), MEMÓRIA 4GB, 1333MHZ, HD 250GB, 16X, DVD-RW, TECLADO DELL EM PORTUGUÊS, MOUSE ÓPTICO DELL USB, MODELO MS111 USB, LEITOR DE CARTÕES DELL 19 EM 1, SISTEMA OPERACIONAL WINDOWS 7 PROFESSIONAL COM MÍDIA 32-BIT EM PORTUGUÊS, SOFTWARE CYBERLINK POWER DVD, SOFTWARE ROXIO CREATOR STARTER COM MÍDIA, INFORMATIVO, EM CD-ROM, 256MB ATI RADEON HD-PLACA DE VÍDEO - DUAL DVIVGA, LP, OPTI CK BCC.",,,SEGAE,MCP,3750.00,375.00,1284,,09/05/2017,09/05/2017,LTH RH INFORMATICA COMERCIO REPRESENTACOES LTDA,SALA 01 - NAPNE (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
